LEMMA,FREQUENCY,f/M,LOG F/M,,
ξαναβγαίνω,6,4.43,1.65,Loading...,
ξαναρωτάω,6,4.43,1.65,Loading...,
ξαναχρησιμοποιώ,6,4.43,1.65,Loading...,
ξεμακραίνω,6,4.43,1.65,Loading...,
ξεμυτάω,6,4.43,1.65,Loading...,
ξεπηδώ,6,4.43,1.65,Loading...,
ξέρα,6,4.43,1.65,Loading...,
ξεσηκωμός,6,4.43,1.65,Loading...,
ξέσπασμα,6,4.43,1.65,Loading...,
ξέφρενος,6,4.43,1.65,Loading...,
ξύπνημα,6,4.43,1.65,Loading...,
οδοντόκρεμα,6,4.43,1.65,зубная паста,
οικοδομικός,6,4.43,1.65,строительство,
οικοδόμος,6,4.43,1.65,Loading...,
ολημερίς,6,4.43,1.65,Loading...,
ομαδικότητα,6,4.43,1.65,Loading...,
ομέρ,6,4.43,1.65,Loading...,
οξιά,6,4.43,1.65,Loading...,
όξινος,6,4.43,1.65,Loading...,
οξύτητα,6,4.43,1.65,Loading...,
οπισθοχωρώ,6,4.43,1.65,Loading...,
οπλισμός,6,4.43,1.65,Loading...,
οπωροφόρος,6,4.43,1.65,Loading...,
οργανωτής,6,4.43,1.65,Loading...,
ορολογία,6,4.43,1.65,Loading...,
ουδετερότητα,6,4.43,1.65,Loading...,
ουφ,6,4.43,1.65,Loading...,
οφθαλμίατρος,6,4.43,1.65,Loading...,
παγετός,6,4.43,1.65,Loading...,
παγοπώλης,6,4.43,1.65,Loading...,
παγωτατζής,6,4.43,1.65,Loading...,
παιανίζω,6,4.43,1.65,Loading...,
παιχνιδόλεξο,6,4.43,1.65,Loading...,
παλαιστίνιος,6,4.43,1.65,Loading...,
πάλλομαι,6,4.43,1.65,Loading...,
παλμογράφος,6,4.43,1.65,Loading...,
παμβώτιδα,6,4.43,1.65,Loading...,
πάνα,6,4.43,1.65,Loading...,
πανανθρώπινος,6,4.43,1.65,Loading...,
πανέρι,6,4.43,1.65,Loading...,
πανό,6,4.43,1.65,Loading...,
πανσέληνος,6,4.43,1.65,Loading...,
πανταχού,6,4.43,1.65,Loading...,
παντελεήμων,6,4.43,1.65,Loading...,
παράγγελμα,6,4.43,1.65,Loading...,
παραθέτω,6,4.43,1.65,Loading...,
παρακόρη,6,4.43,1.65,Loading...,
παράμερος,6,4.43,1.65,Loading...,
παρατακτικός,6,4.43,1.65,Loading...,
παραχωρητικός,6,4.43,1.65,Loading...,
παρεκκλήσι,6,4.43,1.65,Loading...,
παρελθοντικός,6,4.43,1.65,Loading...,
πατημασιά,6,4.43,1.65,Loading...,
πατινάζ,6,4.43,1.65,Loading...,
πατριός,6,4.43,1.65,Loading...,
πατροκοσμάς,6,4.43,1.65,Loading...,
πατρόν,6,4.43,1.65,Loading...,
πελεκώ,6,4.43,1.65,Loading...,
πέλλα,6,4.43,1.65,Loading...,
πελοποννησιακός,6,4.43,1.65,Loading...,
πενταδάχτυλος,6,4.43,1.65,Loading...,
πεντακάθαρος,6,4.43,1.65,Loading...,
πεντόβολο,6,4.43,1.65,Loading...,
περιγραφικός,6,4.43,1.65,Loading...,
περιοδεία,6,4.43,1.65,Loading...,
περίοικος,6,4.43,1.65,Loading...,
περιστροφικός,6,4.43,1.65,Loading...,
περσέας,6,4.43,1.65,Loading...,
πέστροφα,6,4.43,1.65,Loading...,
πηγαινοέρχομαι,6,4.43,1.65,Loading...,
πιερ,6,4.43,1.65,Loading...,
πίπα,6,4.43,1.65,Loading...,
πιπίλα,6,4.43,1.65,Loading...,
πιτσιρίκι,6,4.43,1.65,Loading...,
πλέξιμο,6,4.43,1.65,Loading...,
πλεονεκτικός,6,4.43,1.65,Loading...,
πληβείος,6,4.43,1.65,плебейский,
ποικίλλω,6,4.43,1.65,Loading...,
πολίτικος,6,4.43,1.65,Loading...,
πολύμορφος,6,4.43,1.65,Loading...,
πολυπολιτισμικός,6,4.43,1.65,Loading...,
πολυταξιδεύω,6,4.43,1.65,Loading...,
πολύωρος,6,4.43,1.65,Loading...,
πονοκέφαλος,6,4.43,1.65,Loading...,
ποπκόρν,6,4.43,1.65,Loading...,
πορσελάνη,6,4.43,1.65,Loading...,
ποτιστήρι,6,4.43,1.65,Loading...,
πρασινομάλλης,6,4.43,1.65,Loading...,
πρέσβης,6,4.43,1.65,Loading...,
προαναγγέλλω,6,4.43,1.65,Loading...,
προβληματισμός,6,4.43,1.65,отражение,
πρόγνωση,6,4.43,1.65,Loading...,
προδοσία,6,4.43,1.65,Loading...,
προζύμι,6,4.43,1.65,дрожжи,
προϊστορία,6,4.43,1.65,Loading...,
προκλητικός,6,4.43,1.65,Loading...,
προκόβω,6,4.43,1.65,Loading...,
προοδευτικός,6,4.43,1.65,Loading...,
προπάντων,6,4.43,1.65,Loading...,
προσλαμβάνω,6,4.43,1.65,Loading...,
πρόσταγμα,6,4.43,1.65,Loading...,
προστριβή,6,4.43,1.65,трение,
προσφυγικός,6,4.43,1.65,Loading...,
προσωποποίηση,6,4.43,1.65,олицетворение,
προϋποθέτω,6,4.43,1.65,Loading...,
προφύλαξη,6,4.43,1.65,Loading...,
πρόωρος,6,4.43,1.65,Loading...,
πρωταγωνιστικός,6,4.43,1.65,Loading...,
πρωτάθλημα,6,4.43,1.65,Loading...,
πρωτοπόρος,6,4.43,1.65,Loading...,
πρωτοφανής,6,4.43,1.65,Loading...,
πυράκτωση,6,4.43,1.65,Loading...,
ραγδαία,6,4.43,1.65,Loading...,
ρακέτα,6,4.43,1.65,Loading...,
ραφήνα,6,4.43,1.65,Loading...,
ράφτης,6,4.43,1.65,Loading...,
ρόδινος,6,4.43,1.65,Loading...,
ρολό,6,4.43,1.65,Loading...,
ρομαντικός,6,4.43,1.65,Loading...,
ρουθούνι,6,4.43,1.65,ноздря,
ρωμαίικος,6,4.43,1.65,Римский,
ρωμαιοκαθολικισμός,6,4.43,1.65,Loading...,
σαπίζω,6,4.43,1.65,Loading...,
σαρωνικός,6,4.43,1.65,Саронический,
σάτιρα,6,4.43,1.65,Loading...,
σαφήνεια,6,4.43,1.65,Loading...,
σεισμοπαθής,6,4.43,1.65,Loading...,
σέλα,6,4.43,1.65,Loading...,
σημαιοστολίζω,6,4.43,1.65,Loading...,
σηματοδότης,6,4.43,1.65,Loading...,
σημειόγραμμα,6,4.43,1.65,Loading...,
σιάμ,6,4.43,1.65,Loading...,
σιγή,6,4.43,1.65,Loading...,
σίδνεϊ,6,4.43,1.65,Сидней,
σκάψιμο,6,4.43,1.65,Loading...,
σκέπασµα,6,4.43,1.65,крышка,
σκιερός,6,4.43,1.65,Loading...,
σκιτσάρω,6,4.43,1.65,разграничить,
σκιτσογράφος,6,4.43,1.65,Loading...,
σκονίζω,6,4.43,1.65,Loading...,
σκούνα,6,4.43,1.65,Loading...,
σκουπιδότοπος,6,4.43,1.65,свалка,
σκύλλα,6,4.43,1.65,Loading...,
σόι,6,4.43,1.65,Loading...,
σουηδία,6,4.43,1.65,Loading...,
σουπιά,6,4.43,1.65,Loading...,
σουτάρω,6,4.43,1.65,Loading...,
σπανάκι,6,4.43,1.65,шпинат,
σπαρακτικός,6,4.43,1.65,Loading...,
σπόρι,6,4.43,1.65,Loading...,
σπουδαστής,6,4.43,1.65,Loading...,
στατικός,6,4.43,1.65,Loading...,
σταυρικός,6,4.43,1.65,Loading...,
στενεύω,6,4.43,1.65,Loading...,
στερεοφωνικός,6,4.43,1.65,Loading...,
στήριγµα,6,4.43,1.65,Loading...,
στοματικός,6,4.43,1.65,пероральный,
στρατοπεδεύω,6,4.43,1.65,бивак,
στρέμμα,6,4.43,1.65,Loading...,
στυλό,6,4.43,1.65,Loading...,
σύγγραμμα,6,4.43,1.65,Loading...,
σύγκληση,6,4.43,1.65,Loading...,
συγνώμη,6,4.43,1.65,Loading...,
συγχρονίζω,6,4.43,1.65,Loading...,
συγχρονισμός,6,4.43,1.65,Loading...,
συκιά,6,4.43,1.65,Loading...,
συλλαβίζω,6,4.43,1.65,Loading...,
συμμαθήτρια,6,4.43,1.65,Loading...,
συμπλοκή,6,4.43,1.65,Loading...,
συναγερμός,6,4.43,1.65,Loading...,
συνάδελφος,6,4.43,1.65,Loading...,
συναναστροφή,6,4.43,1.65,Loading...,
συνέχιση,6,4.43,1.65,Loading...,
συνθηκολογώ,6,4.43,1.65,Loading...,
συνθηματικός,6,4.43,1.65,Loading...,
συνοδοιπόρος,6,4.43,1.65,Loading...,
συνοικισμός,6,4.43,1.65,Loading...,
συνορεύω,6,4.43,1.65,примыкать,
σχολάζω,6,4.43,1.65,Loading...,
ταμπούρι,6,4.43,1.65,бубен,
ταυρομάχος,6,4.43,1.65,Loading...,
ταυτόσηµος,6,4.43,1.65,идентичный,
τεμαχίζω,6,4.43,1.65,Loading...,
τένις,6,4.43,1.65,Loading...,
τεστ,6,4.43,1.65,Loading...,
τετράστιχος,6,4.43,1.65,Loading...,
τίμημα,6,4.43,1.65,Loading...,
τιμοκατάλογος,6,4.43,1.65,Loading...,
τοξότης,6,4.43,1.65,Loading...,
τοτός,6,4.43,1.65,Loading...,
τουρνουά,6,4.43,1.65,Loading...,
τρακτέρ,6,4.43,1.65,Loading...,
τριακοστός,6,4.43,1.65,Loading...,
τριζόνι,6,4.43,1.65,Loading...,
τρίζω,6,4.43,1.65,Loading...,
τριπλασιάζω,6,4.43,1.65,Loading...,
τρίτων,6,4.43,1.65,Loading...,
τριχωνίδα,6,4.43,1.65,Loading...,
τρωτός,6,4.43,1.65,уязвимый,
τση,6,4.43,1.65,Loading...,
τσιμουδιά,6,4.43,1.65,Loading...,
τσίμπημα,6,4.43,1.65,Loading...,
τσουκνίδα,6,4.43,1.65,Loading...,
τύμβος,6,4.43,1.65,Loading...,
τυπικός,6,4.43,1.65,Loading...,
τυπογράφος,6,4.43,1.65,принтер,
υγραίνω,6,4.43,1.65,Loading...,
υγροβιότοπος,6,4.43,1.65,заболоченная местность,
υλοποιώ,6,4.43,1.65,Loading...,
υπέρβαρος,6,4.43,1.65,Loading...,
υπερηφανεύομαι,6,4.43,1.65,Loading...,
υπέρμετρος,6,4.43,1.65,излишний,
υπερωκεάνιο,6,4.43,1.65,Loading...,
υπευθυνότητα,6,4.43,1.65,Loading...,
υποβρύχιο,6,4.43,1.65,Loading...,
υποκειμενικός,6,4.43,1.65,субъективный,
υποκλίνομαι,6,4.43,1.65,Loading...,
υποκρισία,6,4.43,1.65,Loading...,
υποπτεύομαι,6,4.43,1.65,подозревать,
υφαντός,6,4.43,1.65,Loading...,
φανή,6,4.43,1.65,Loading...,
φαρισαίοι,6,4.43,1.65,Loading...,
φέρετρο,6,4.43,1.65,Loading...,
φιλοτεχνώ,6,4.43,1.65,Loading...,
φινλανδία,6,4.43,1.65,Loading...,
φλέγoμαι,6,4.43,1.65,Loading...,
φλούδι,6,4.43,1.65,Loading...,
φοβητσιάρης,6,4.43,1.65,Loading...,
φοίτηση,6,4.43,1.65,Loading...,
φονικό,6,4.43,1.65,Loading...,
φόρτε,6,4.43,1.65,форте,
φουντούκι,6,4.43,1.65,Loading...,
φουρτούνα,6,4.43,1.65,Loading...,
φουφού,6,4.43,1.65,Loading...,
φρένο,6,4.43,1.65,тормоз,
φροντιστήριο,6,4.43,1.65,Loading...,
φυγή,6,4.43,1.65,Loading...,
φυσαλίδα,6,4.43,1.65,Loading...,
φύσημα,6,4.43,1.65,Loading...,
φωτίκι,6,4.43,1.65,Loading...,
φωτιστής,6,4.43,1.65,Loading...,
φωτομοντάζ,6,4.43,1.65,Loading...,
χαιρετίζω,6,4.43,1.65,Loading...,
χαρτοκιβώτιο,6,4.43,1.65,Loading...,
χήνα,6,4.43,1.65,Loading...,
χιλιομετρικός,6,4.43,1.65,километр,
χιροσίμα,6,4.43,1.65,Loading...,
χίτλερ,6,4.43,1.65,Loading...,
χλαμύδα,6,4.43,1.65,Loading...,
χοιρινός,6,4.43,1.65,Loading...,
χοίρος,6,4.43,1.65,Loading...,
χονδρικός,6,4.43,1.65,Loading...,
χορτιάτης,6,4.43,1.65,Loading...,
χρέωση,6,4.43,1.65,Loading...,
χρυσελεφάντινος,6,4.43,1.65,Loading...,
χρυσοκέρατο,6,4.43,1.65,Loading...,
χωριανός,6,4.43,1.65,житель деревни,
ψευδώνυμο,6,4.43,1.65,Loading...,
ψίθυρος,6,4.43,1.65,Loading...,
ψίχουλο,6,4.43,1.65,крошка,
ωθώ,6,4.43,1.65,Loading...,
άβολος,5,3.69,1.57,неудобно,
άγγιγμα,5,3.69,1.57,Loading...,
αγενώς,5,3.69,1.57,Loading...,
αγέρωχος,5,3.69,1.57,Loading...,
αγιότητα,5,3.69,1.57,Loading...,
αγριόγιδα,5,3.69,1.57,Loading...,
αγριοσέληνο,5,3.69,1.57,Loading...,
αγροίκος,5,3.69,1.57,Loading...,
αγροικώ,5,3.69,1.57,Loading...,
αγωνιώ,5,3.69,1.57,Loading...,
αδαμαντίνη,5,3.69,1.57,Loading...,
αδελφώνω,5,3.69,1.57,Loading...,
αδερφικός,5,3.69,1.57,Loading...,
αδιάβαστος,5,3.69,1.57,Loading...,
αδίκημα,5,3.69,1.57,Loading...,
αδράνεια,5,3.69,1.57,бездействие,
αδριατική,5,3.69,1.57,Loading...,
αερόβιος,5,3.69,1.57,Loading...,
αεροσκάφος,5,3.69,1.57,Loading...,
αηδία,5,3.69,1.57,Loading...,
άθλιος,5,3.69,1.57,Loading...,
αιγάλεω,5,3.69,1.57,Loading...,
αιθέρια,5,3.69,1.57,Loading...,
αιμοδότης,5,3.69,1.57,Loading...,
αιμοσφαίριο,5,3.69,1.57,Loading...,
αινείας,5,3.69,1.57,Loading...,
αισθητής,5,3.69,1.57,Loading...,
άιφελ,5,3.69,1.57,Loading...,
αιωνιότητα,5,3.69,1.57,вечность,
ακαδημαϊκός,5,3.69,1.57,Loading...,
ακλόνητος,5,3.69,1.57,Loading...,
ακμαίος,5,3.69,1.57,Loading...,
αλάνα,5,3.69,1.57,Loading...,
αλησμόνητος,5,3.69,1.57,Loading...,
αλί,5,3.69,1.57,Loading...,
αλικαρνασσός,5,3.69,1.57,Галикарнасс,
αλλεπάλληλος,5,3.69,1.57,Loading...,
αλληγορικός,5,3.69,1.57,Loading...,
αλληλεπιδρώ,5,3.69,1.57,Loading...,
αλτρουισμός,5,3.69,1.57,Loading...,
αμάθεια,5,3.69,1.57,Loading...,
αμαξοστοιχία,5,3.69,1.57,Loading...,
αμέ,5,3.69,1.57,Loading...,
άμε,5,3.69,1.57,ну давай же,
αμεσότητα,5,3.69,1.57,Loading...,
αμπελουργός,5,3.69,1.57,Loading...,
αμύνταιο,5,3.69,1.57,Loading...,
αναγκαιότητα,5,3.69,1.57,Loading...,
αναδεύω,5,3.69,1.57,Loading...,
αναδρομή,5,3.69,1.57,Loading...,
αναιδής,5,3.69,1.57,Loading...,
ανακήρυξη,5,3.69,1.57,Loading...,
ανακινώ,5,3.69,1.57,Loading...,
ανακυβίστηση,5,3.69,1.57,Loading...,
άναμμα,5,3.69,1.57,Loading...,
αναμφίβολος,5,3.69,1.57,Loading...,
αναπήδηση,5,3.69,1.57,Loading...,
ανάπηρος,5,3.69,1.57,Loading...,
αναστάσιμος,5,3.69,1.57,воскрешаемый,
ανάστημα,5,3.69,1.57,Loading...,
ανασφαλής,5,3.69,1.57,Loading...,
αναφιλητό,5,3.69,1.57,Loading...,
ανάφλεξη,5,3.69,1.57,Loading...,
άνδεις,5,3.69,1.57,Loading...,
ανέκδοτο,5,3.69,1.57,анекдот,
ανέκφραστος,5,3.69,1.57,Loading...,
ανεμοστρόβιλος,5,3.69,1.57,Loading...,
ανέρχομαι,5,3.69,1.57,Loading...,
άνευ,5,3.69,1.57,без,
ανέχεια,5,3.69,1.57,Loading...,
ανηφόρα,5,3.69,1.57,Loading...,
ανθέμιος,5,3.69,1.57,Loading...,
ανθενωτικός,5,3.69,1.57,Loading...,
ανθολογία,5,3.69,1.57,Loading...,
ανθρωπιά,5,3.69,1.57,Loading...,
ανθρωποφάγος,5,3.69,1.57,Loading...,
ανίκανος,5,3.69,1.57,Loading...,
άνιος,5,3.69,1.57,Loading...,
ανιστόρητος,5,3.69,1.57,Loading...,
ανιχνεύω,5,3.69,1.57,Loading...,
ανοιχτήρι,5,3.69,1.57,открывал,
ανταγωνιστικός,5,3.69,1.57,Loading...,
αντάμα,5,3.69,1.57,Loading...,
αντάρτικος,5,3.69,1.57,Loading...,
άντερσεν,5,3.69,1.57,Loading...,
αντιγραφή,5,3.69,1.57,копия,
αντικρινός,5,3.69,1.57,Loading...,
αντιπαθώ,5,3.69,1.57,ненавидеть,
αντισεισμικός,5,3.69,1.57,Loading...,
άνωση,5,3.69,1.57,Loading...,
ανώφελος,5,3.69,1.57,Loading...,
ανώφλι,5,3.69,1.57,Loading...,
αξεσουάρ,5,3.69,1.57,Loading...,
αξιός,5,3.69,1.57,Loading...,
αξιότιμος,5,3.69,1.57,Loading...,
απαιτητικός,5,3.69,1.57,Loading...,
απαιτούμενο,5,3.69,1.57,Loading...,
απαρατήρητος,5,3.69,1.57,Loading...,
απαρηγόρητος,5,3.69,1.57,безутешный,
απαρτίζω,5,3.69,1.57,Loading...,
άπαρτος,5,3.69,1.57,Loading...,
απελευθερωτικός,5,3.69,1.57,освобождающий,
απήχηση,5,3.69,1.57,Loading...,
απόβλητο,5,3.69,1.57,Loading...,
αποβολή,5,3.69,1.57,исключение,
απογράφω,5,3.69,1.57,Loading...,
αποδημία,5,3.69,1.57,Loading...,
αποθαρρύνω,5,3.69,1.57,Loading...,
αποκάνω,5,3.69,1.57,Loading...,
αποκοτιά,5,3.69,1.57,Loading...,
απολαυστικός,5,3.69,1.57,Loading...,
απολυτρωτικός,5,3.69,1.57,Loading...,
απόμακρος,5,3.69,1.57,Loading...,
απονομή,5,3.69,1.57,Loading...,
αποξήρανση,5,3.69,1.57,Loading...,
απορρέω,5,3.69,1.57,Loading...,
απόρρητος,5,3.69,1.57,Loading...,
απορριμματοφόρο,5,3.69,1.57,Loading...,
αποστάζω,5,3.69,1.57,Loading...,
αποτελειώνω,5,3.69,1.57,Loading...,
αποχαιρετισμός,5,3.69,1.57,Loading...,
απροσεξία,5,3.69,1.57,Loading...,
απτόητος,5,3.69,1.57,Loading...,
αραβική,5,3.69,1.57,Loading...,
αράχοβα,5,3.69,1.57,Loading...,
αργεντινή,5,3.69,1.57,Loading...,
αργία,5,3.69,1.57,Loading...,
αργυροπελεκάνος,5,3.69,1.57,Loading...,
αργυροχοΐα,5,3.69,1.57,Loading...,
άρθουρ,5,3.69,1.57,Loading...,
αρθρωτός,5,3.69,1.57,Loading...,
αριστόδικος,5,3.69,1.57,Loading...,
αρραβωνιάζω,5,3.69,1.57,Loading...,
αρχιμηνιά,5,3.69,1.57,Loading...,
αρχοντόπουλο,5,3.69,1.57,Loading...,
ασάλευτος,5,3.69,1.57,Loading...,
ασημής,5,3.69,1.57,Loading...,
άσθμα,5,3.69,1.57,Loading...,
άσκοπος,5,3.69,1.57,Loading...,
αστερισμός,5,3.69,1.57,Loading...,
αστυάνακτας,5,3.69,1.57,Loading...,
αστυφιλία,5,3.69,1.57,Loading...,
ασύγκριτα,5,3.69,1.57,Loading...,
ασύρματος,5,3.69,1.57,Loading...,
άτεκνος,5,3.69,1.57,Loading...,
άτι,5,3.69,1.57,Loading...,
άτρωτος,5,3.69,1.57,неуязвимый,
αυγοθήκη,5,3.69,1.57,Loading...,
αυλίδα,5,3.69,1.57,Loading...,
αυτοδιοικούμενος,5,3.69,1.57,Loading...,
αφαιρετικός,5,3.69,1.57,Loading...,
άφαντος,5,3.69,1.57,Loading...,
αφή,5,3.69,1.57,Loading...,
αφιλόξενος,5,3.69,1.57,Loading...,
άφοβος,5,3.69,1.57,Loading...,
αφομοιώνω,5,3.69,1.57,Loading...,
αφουγκράζομαι,5,3.69,1.57,Loading...,
αφρικανός,5,3.69,1.57,Loading...,
αχαϊκή,5,3.69,1.57,Loading...,
αχανής,5,3.69,1.57,Loading...,
αχλαδιά,5,3.69,1.57,Loading...,
άχνα,5,3.69,1.57,Loading...,
άχνη,5,3.69,1.57,Loading...,
αχόρταγος,5,3.69,1.57,Loading...,
άχρωμος,5,3.69,1.57,Loading...,
αχτιδούλα,5,3.69,1.57,Loading...,
βαβυλωνία,5,3.69,1.57,Loading...,
βάλτος,5,3.69,1.57,Loading...,
βαπόρι,5,3.69,1.57,Loading...,
βαραίνω,5,3.69,1.57,Loading...,
βαράω,5,3.69,1.57,Loading...,
βαρκάρης,5,3.69,1.57,Loading...,
βελισάριος,5,3.69,1.57,Loading...,
βηθανία,5,3.69,1.57,Бетани,
βιβλιογραφία,5,3.69,1.57,Loading...,
βιβλιοθηκάριος,5,3.69,1.57,Loading...,
βίγλα,5,3.69,1.57,Loading...,
βιόλα,5,3.69,1.57,Loading...,
βιτάλιος,5,3.69,1.57,Loading...,
βίωμα,5,3.69,1.57,Loading...,
βλήμα,5,3.69,1.57,Loading...,
βολταϊκός,5,3.69,1.57,Loading...,
βορέας,5,3.69,1.57,Loading...,
βοσκώ,5,3.69,1.57,Loading...,
βουνοκορφή,5,3.69,1.57,Loading...,
βούρτσα,5,3.69,1.57,Loading...,
βουτάνιο,5,3.69,1.57,Loading...,
βρασίδας,5,3.69,1.57,Loading...,
βραχίονας,5,3.69,1.57,Loading...,
βραχνιάζω,5,3.69,1.57,Loading...,
βραχογραφία,5,3.69,1.57,Loading...,
βρομοκάνθαρος,5,3.69,1.57,Loading...,
βυζαίνω,5,3.69,1.57,Loading...,
βυτίο,5,3.69,1.57,Loading...,
βωξίτης,5,3.69,1.57,Loading...,
γαία,5,3.69,1.57,Loading...,
γαλακτομπούρεκο,5,3.69,1.57,Loading...,
γαλατεία,5,3.69,1.57,Loading...,
γάρος,5,3.69,1.57,Loading...,
γενετή,5,3.69,1.57,гениталии,
γενετικός,5,3.69,1.57,генетический,
γέννα,5,3.69,1.57,Loading...,
γεννησαρέτ,5,3.69,1.57,рожденный,
γεωπόνος,5,3.69,1.57,Loading...,
γηραιός,5,3.69,1.57,Loading...,
γιαννού,5,3.69,1.57,Loading...,
